Card ID,Card Name,Expansion,Collection No.,Stage/Type,Rule,Category,Previous stage,HP,Type,Weakness,Resistance (Type),Retreat,hp_int,retreat_int,moves_json,move_count
1139,Energy Recycler,DRI,164,Item,,,,,,,,,,,"[{""card_id"": ""1139"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Shuffle up to 5 Basic Energy cards from your discard pile into your deck.""}]",1
1140,Iron Defender,MEG,118,Item,,,,,,,,,,,"[{""card_id"": ""1140"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""During your opponent’s next turn, all of your {M} Pokemon take 30 less damage from attacks from your opponent’s Pokemon (after applying Weakness and Resistance). (This includes new Pokemon that come into play.)""}]",1
1141,Premium Power Pro,MEG,124,Item,,,,,,,,,,,"[{""card_id"": ""1141"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""During this turn, attacks used by your {F} Pokemon do 30 more damage to your opponent’s Active Pokemon (before applying Weakness and Resistance).""}]",1
1142,Fighting Gong,MEG,116,Item,,,,,,,,,,,"[{""card_id"": ""1142"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Search your deck for a Basic {F} Energy card or a Basic {F} Pokemon, reveal it, and put it into your hand. Then, shuffle your deck.""}]",1
1143,Repel,MEG,126,Item,,,,,,,,,,,"[{""card_id"": ""1143"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Switch out your opponent’s Active Pokemon to the Bench. (Your opponent chooses the new Active Pokemon.)""}]",1
1144,Strange Timepiece,MEG,128,Item,,,,,,,,,,,"[{""card_id"": ""1144"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Devolve 1 of your evolved {P} Pokemon by putting any number of Evolution cards on it into your hand. (That Pokemon can’t evolve this turn.)""}]",1
1145,Mega Signal,MEG,121,Item,,,,,,,,,,,"[{""card_id"": ""1145"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Search your deck for a Mega Evolution Pokemon {ex}, reveal it, and put it into your hand. Then, shuffle your deck.""}]",1
1146,Wondrous Patch,PFL,94,Item,,,,,,,,,,,"[{""card_id"": ""1146"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Attach a Basic {P} Energy card from your discard pile to 1 of your Benched {P} Pokemon.""}]",1
1147,Jumbo Ice Cream,PFL,91,Item,,,,,,,,,,,"[{""card_id"": ""1147"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Heal 80 damage from your Active Pokemon that has 3 or more Energy attached.""}]",1
1148,Blowtorch,PFL,86,Item,,,,,,,,,,,"[{""card_id"": ""1148"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""You can use this card only if you discard a Basic {R} Energy card from your hand.\n\nDiscard a Pokemon Tool or Special Energy card from 1 of your opponent’s Pokemon, or discard a Stadium in play.""}]",1
1149,Energy Swatter,POR,73,Item,,,,,,,,,,,"[{""card_id"": ""1149"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Your opponent reveals their hand, and you choose an Energy card you find there and put it on the bottom of their deck.""}]",1
1150,Antique Jaw Fossil,POR,68,Item,,Fossil,Evolve to Tyrunt,60,,,,,60,,"[{""card_id"": ""1150"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Play this card as if it were a 60-HP Basic {C} Pokemon. This card can’t be affected by any Special Conditions and can’t retreat.\n\nAt any time during your turn, you may discard this card from play.""}, {""card_id"": ""1150"", ""move_name"": ""[Ability] Intimidating Jaw"", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""As long as this Pokemon is in the Active Spot, attacks used by your opponent’s Active Pokemon do 30 less damage (before applying Weakness and Resistance).""}]",2
1151,Antique Sail Fossil,POR,69,Item,,Fossil,Evolve to Amaura,60,,,,,60,,"[{""card_id"": ""1151"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Play this card as if it were a 60-HP Basic {C} Pokemon. This card can’t be affected by any Special Conditions and can’t retreat.\n\nAt any time during your turn, you may discard this card from play.""}, {""card_id"": ""1151"", ""move_name"": ""[Ability] Protective Sail"", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Whenever your opponent plays a Supporter card from their hand, prevent all effects of that card done to this Pokemon.""}]",2
1152,Poké Pad,POR,81,Item,,,,,,,,,,,"[{""card_id"": ""1152"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Search your deck for a Pokemon that doesn’t have a Rule Box, reveal it, and put it into your hand. Then, shuffle your deck. (Pokemon {ex}, Pokemon {V}, etc. have Rule Boxes.)""}]",1
1153,Lumiose Galette,POR,78,Item,,,,,,,,,,,"[{""card_id"": ""1153"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Heal 20 damage and remove a Special Condition from your Active Pokemon.""}]",1
1154,Team Rocket’s Hypnotizer,ASC,206,Pokemon Tool,,,,,,,,,,,"[{""card_id"": ""1154"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""If the Team Rocket’s Pokemon this card is attached to is in the Active Spot and is damaged by an attack from your opponent’s Pokemon (even if this Team Rocket’s Pokemon is Knocked Out), the Attacking Pokemon is now Asleep.""}]",1
1155,Survival Brace,TWM,164,Pokemon Tool,ACE SPEC,,,,,,,,,,"[{""card_id"": ""1155"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""If the Pokemon this card is attached to has full HP and would be Knocked Out by damage from an attack from your opponent’s Pokemon, it is not Knocked Out, and its remaining HP becomes 10. Then, discard this card.""}]",1
1156,Lucky Helmet,TWM,158,Pokemon Tool,,,,,,,,,,,"[{""card_id"": ""1156"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""If the Pokemon this card is attached to is in the Active Spot and is damaged by an attack from your opponent’s Pokemon (even if this Pokemon is Knocked Out), draw 2 cards.""}]",1
1157,Rescue Board,TEF,159,Pokemon Tool,,,,,,,,,,,"[{""card_id"": ""1157"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""The Retreat Cost of the Pokemon this card is attached to is {C} less. If that Pokemon’s remaining HP is 30 or less, it has no Retreat Cost.""}]",1
1158,Maximum Belt,TEF,154,Pokemon Tool,ACE SPEC,,,,,,,,,,"[{""card_id"": ""1158"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Attacks used by the Pokemon this card is attached to do 50 more damage to your opponent’s Active Pokemon {ex} (before applying Weakness and Resistance).""}]",1
1159,Hero’s Cape,TEF,152,Pokemon Tool,ACE SPEC,,,,,,,,,,"[{""card_id"": ""1159"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""The Pokemon this card is attached to gets +100 HP.""}]",1
1160,Heavy Baton,TEF,151,Pokemon Tool,,,,,,,,,,,"[{""card_id"": ""1160"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""If the Pokemon this card is attached to has a Retreat Cost of exactly 4, is in the Active Spot, and is Knocked Out by damage from an attack from your opponent’s Pokemon, move up to 3 Basic Energy cards from that Pokemon to your Benched Pokemon in any way you like.""}]",1
1161,Handheld Fan,TWM,150,Pokemon Tool,,,,,,,,,,,"[{""card_id"": ""1161"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""If the Pokemon this card is attached to is in the Active Spot and is damaged by an attack from your opponent’s Pokemon (even if this Pokemon is Knocked Out), move an Energy from the Attacking Pokemon to 1 of your opponent’s Benched Pokemon.""}]",1
1162,Binding Mochi,SFA,55,Pokemon Tool,,,,,,,,,,,"[{""card_id"": ""1162"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Attacks used by the Poisoned Pokemon this card is attached to do 40 more damage to your opponent’s Active Pokemon (before applying Weakness and Resistance).""}]",1
1163,Powerglass,SFA,63,Pokemon Tool,,,,,,,,,,,"[{""card_id"": ""1163"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""At the end of your turn (after your attack), if the Pokemon this card is attached to is in the Active Spot, you may attach a Basic Energy card from your discard pile to it.""}]",1
1164,Payapa Berry,SCR,141,Pokemon Tool,,,,,,,,,,,"[{""card_id"": ""1164"", ""move_name"": """", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""If the Pokemon this card is attached to is damaged by an attack from your opponent’s {P} Pokemon, it takes 60 less damage (after applying Weakness and Resistance), and discard this card.""}]",1
